budt;mist;mistt;zaplf;koplf
402;27;VW 6S6 5125 (vyř.03/2019);;
402;28;VW 1SU 7934 (pův. 6S6 5122) vyř.08/2016;;
402;29;garáž I;;
402;30;garáž II;;
402;31;Subaru 4S3 7922 (likvidace 12/2009);;1.2.2024
402;32;Subaru 2S8 7644 (vyř.10/2016);;
402;33;VW T5 2SD 2588 - je na 901/902/452;;
402;34;VW T5 2SD 2589 (auto vyř.08/2022);;1.8.2022
402;35;čistící místnost - suterén;;
402;36;Karbulka - PEER;;
402;37;Yeti 4SA 7361 RV ZKL420,FZŠ-přev.místn.7361,uzavře;;1.12.2022
402;38;VW Transp. 5SB 1805 - přev.místn.1805,uzavřeno;;1.12.2022
402;39;VW Transp. 5SB 1806 - přev.místn.1806,uzavřeno;;1.12.2022
402;40;posilovna - Vlašim;;
402;410;vůz 410 - prázdná místnost, uzavřeno;;1.11.2022
402;411;vůz 411 - prázdná místnost, uzavřeno;;1.11.2022
402;1805;VW Transp. 5SB 1805 , ZKL421 Vlašim (402);1.12.2022;
402;1806;VW Transp. 5SB 1806 , ZKL422 Vlašim (402);1.12.2022;
402;7361;Yeti 4SA 7361 RV Vlašim ZKL420, FZŠ;1.12.2022;
402;7502;Škoda Karoq 4ST 7502 RV, ZKLxxx od 05/25;1.5.2025;
403;1;sklad Votice;;
403;2;společenská místnost;;
403;3;řidiči;;
403;4;sesterna;;
403;5;WC;;
403;6;čistící malá;;
403;7;čistící místnost II;;
403;8;chodba;;
403;9;zádveří;;
403;10;garáže;;
403;11;řidiči  RLP vzadu;;
403;12;VW Transp.  2SD 2596 - je na 701/987;;1.2.2024
403;13;VW Transp. 4SF 0519 - přev.místn.0519,uzavřeno;;1.12.2022
403;0519;VW Transp. 4SF 0519 ZKL413, převod do ADBN 12/24;1.12.2022;
403;4715;VW Transp 6SR 4715, ZKL413, sanita C 2024, IROP925;1.11.2024;
404;1;spisovna archiv (901);;
404;2;řidiči III.;;
404;3;šatna;;
404;4;denní místnost;;
404;5;dvůr;;
404;6;garáž;;
404;7;.........;;1.12.2021
404;8;chodba ZS;;
404;9;.........;;
404;10;.........;;
404;11;.........;;
404;12;.........;;
404;13;........;;
404;14;kuchyň ekonom. úsek;;
404;15;kuchyň ZS;;
404;16;lékař;;
404;17;lékaři RLP;;
404;18;mezisklad;;
404;19;posilovna;;
404;20;plynoměrna;;
404;21;školící místnost;;
404;22;provozní referent;;
404;23;přípravna;;
404;24;primář;;
404;25;řidiči RZP II.;;
404;26;řidiči RZP I.;;
404;27;sestry III.;;
404;28;sestry I.;;
404;29;sestry II.;;
404;30;sklad;;
404;31;sklad ZM;;
404;32;řidiči RV;;
404;33;společenská místnost;;
404;34;šatna - lékaři;;
404;35;..........;;
404;36;spisovna;;
404;37;úklidová místnost;;
404;38;úklidová místnost - skříň;;
404;39;vrchní sestra;;
404;40;Škoda Kodiaq 3SJ 3919 (FZŠ)  350 (nově míst.3919);;1.11.2022
404;41;VW T5 2SD 2586 (od 03/21 dílny BN);;1.11.2022
404;42;VW T5 2SD 2587 352 (prázdná, je na 701/978);;1.10.2022
404;43;Octavia 9S8 1535 (pův. Fabia 3S1 2949) nově m.1535;;1.11.2022
404;44;Octávia 1SE 4681 (auto vyř.08/2022);;1.8.2022
404;45;.........;;
404;46;VW Transp. 5SE 8612 351 (nově míst.8612);;1.11.2022
404;47;VW T5 2SD 2601 záložní (prázdná, je 407/2601);;1.10.2022
404;48;........;;
404;49;provozní sklad ZZS SK (901);;
404;50;........;;
404;51;VW T5 2SD 2576 (od 11/22 na 701/963);;1.2.2024
404;0517;VW Transp. 4SF 0517 (ZKL354 změna na ZKL358 01/25);1.12.2024;
404;1535;Octavia 9S8 1535 (IÚ 452 - REF) - převod 701/932;1.11.2022;1.2.2024
404;2717;Škoda YETI 4SB 2717 REF KH;1.2.2023;
404;3919;Škoda Kodiaq 3SJ 3919 FZŠ, RV Kutná Hora (ZKL 350);1.11.2022;
404;6712;VW Transp. 3SU 6712 (ZKL 356) převod do ADBN 12/24;1.11.2022;
404;7117;VW Transporter 5SK 7117 sanita C, FIN/KP (ZKL 352);1.7.2022;
404;8612;VW Transp. 5SE 8612 (ZKL 351);1.11.2022;
405;1;mycí box;;
405;2;garáž;;
405;3;.......;;
405;4;kuchyň;;
405;5;lékaři ZS;;
405;6;pracovna;;
405;7;předsíň;;
405;8;řidiči ZS;;
405;9;sestry ZS;;
405;10;.........;;
405;11;společenská místnost;;
405;12;úklidová místnost;;
405;13;..........;;
405;14;..........;;
405;15;VW Transp. 3SU 6712 (353) od 11/22 KH 404/6712;;1.12.2022
405;2935;VW Transporter 5SJ 2935 / ZKL353 sanita B IROP921;1.5.2022;
406;1;garáž;;
406;2;chodba ZS;;
406;3;VW T5 2SD 2582 - 354 prázdné;;1.2.2024
406;4;koupelna ZS;;
406;5;kuchyň ZS;;
406;6;sklad ( pův. lékaři ZS);;
406;7;VW Transp. 4SF 0517 (přev. míst. 0517);;1.11.2022
406;8;.........;;
406;9;řidiči ZS;;
406;10;sestry ZS;;
406;11;sklad ZM;;
406;12;sklep;;
406;13;.........;;
406;14;společenská místnost ZS;;
406;15;střecha;;
406;16;budova;;
406;0517;VW Transp. 4SF 0517 (ZKL 354), přev.do KH 12/24;1.11.2022;
406;4725;VW Transp 6SR 4725, ZKL354, sanita C 2024, IROP925;1.11.2024;
407;1;denní místnost;;
407;2;sestry 1;;
407;3;řidiři 1;;
407;4;garáž;;
407;5;pokoj lékaři;;
407;6;chodba;;
407;7;koupelna;;
407;8;šatna;;
407;9;........;;
407;10;sestry 2;;
407;11;řidiči 2;;
407;12;VW T5 2SD 2576 (od 11/22 na 701/963);;1.11.2022
407;13;VW T5 2SD 2573 (nově míst.2573);;1.11.2022
407;14;pozemek, budova;;
407;15;VW T5 2SD 2601 (nově míst.2601);;1.11.2022
407;2573;VW T5 2SD 2573 (ZKL 355);1.11.2022;
407;2601;VW T5 2SD 2601 (dříve ZKL 358);1.11.2022;
407;4830;VW Transp 6SR 4830, ZKL356, sanita C 2024, IROP925;1.11.2024;
407;8573;VW Transporter 6SF 8573 / ZKL355 sanita C IROP921;1.12.2023;
408;1;..........;;
408;2;garáž;;
408;3;denní místnost;;
408;4;pokoj lékaři;;
408;5;pokoj řidič;;
408;6;kuchyně;;
408;7;sociální zaříz.;;
408;8;technické zázemí;;
408;9;Škoda Yeti 3SY 1351, prázdné, uzavřeno;;1.4.2024
408;10;Škoda Kodiaq 4ST 7504 (nově míst. 7504);;1.11.2022
408;7504;Škoda Kodiaq 4ST 7504 RV Zbraslavice (ZKL 360);1.11.2022;
409;1;společ. místnost + kuchyň. kout;;
409;2;pokoj sestry;;
409;3;pokoj řidiči;;
409;4;koupelna + WC;;
409;5;chodba;;
409;6;VW Transp. 3SJ 4819 (pův. 2SD 2570) je na 901/436;;1.2.2024
409;7;garáž;;
409;8;vůz 806 - prázdná místnost, uzavřeno;;1.11.2022
409;9;VW Transp. 5SB 1801 - přev.místn.1801,uzavřeno;;1.12.2022
409;1801;VW Transp. 5SB 1801 Vranov ZKL414 (409);1.12.2022;
409;2798;MAN TGE 7SF 2798 - Vranov;;
410;1;J. Indrová (552);;1.6.2024
410;2;primář - doprava;;1.6.2024
410;4;řidiči I.;;1.6.2024
410;5;denní místnost;;1.6.2024
410;6;6S6 5125;;1.6.2024
410;8;kuchyňka;;1.6.2024
410;10;řidiči II.;;1.6.2002
410;11;chodba;;1.6.2024
410;12;sestry;;1.6.2024
410;13;lékaři;;1.6.2024
410;14;šatna;;1.6.2024
410;15;úklidová místnost;;1.6.2024
410;16;garáž;;1.6.2024
410;17;WC ženy;;1.6.2024
410;18;nádvoří;;1.6.2024
410;19;sklad Jesenice;;1.6.2024
410;20;sklad Slapy Kolár;;1.6.2024
410;21;sběrná místnost;;1.6.2024
410;22;Felicia 3S8 44 54;;1.6.2024
410;23;posilovna;;1.6.2024
410;24;-------;;1.6.2024
410;25;prádelna;;1.6.2024
410;26;dekontaminační místnost;;1.6.2024
410;27;kyslík;;1.6.2024
410;28;VW Transp. 3SU 6707 IOP, prázdné, uzavřeno;;1.2.2024
413;1;vrchní sestra;;1.10.2022
413;2;primář;;1.10.2022
413;3;řidiči RV;;1.10.2022
413;4;sklad - úklid;;1.10.2022
413;5;lékaři;;1.10.2022
413;6;šatna řidičů;;1.10.2022
413;7;THP;;1.10.2022
413;8;řidiči RZP;;1.10.2022
413;9;šatna sestry;;1.10.2022
413;10;chodba;;1.10.2022
413;11;sestry;;1.10.2022
413;12;denní místnost;;1.10.2022
413;13;školící místnost;;1.10.2022
413;14;garáže;;1.10.2022
413;21;-----;;1.10.2022
413;23;kuchyňka;;1.10.2022
413;24;sklady;;1.10.2022
413;26;........;;1.10.2022
413;27;........;;1.10.2022
413;29;VW 7S6 8653 (voz.zapůjčeno 902/443, prázdná míst.);;1.10.2022
413;30;budova Žižkova Kolín;;1.10.2022
413;31;........;;1.10.2022
413;32;........;;1.10.2022
413;33;VW T5 2SD 2560 uzavřeno, prázdné;;1.10.2022
413;34;........;;1.10.2022
413;35;........;;1.10.2022
413;36;ústředna;;1.10.2022
413;37;Kazda Milan;;1.10.2022
413;38;Šedivka Ondřej;;1.10.2022
413;39;Škoda Yeti 3SY 1350;;1.10.2022
413;40;VW Transp. 3SU 6619/372 IOP uzavřeno, prázdné;;1.10.2022
413;41;VW Transp. 3SU 6621/371 IOP uzavřeno, prázdné;;1.10.2022
413;42;VW Transp. 3SU 6620/373 IOP uzavřeno, prázdné;;1.10.2022
501;1;J. Indrová (552);;
501;2;primář - doprava;;
501;4;řidiči I.;;
501;5;denní místnost;;
501;6;6S6 5125 - prázdné, uzavřeno;;1.11.2022
501;8;kuchyňka;;
501;10;řidiči II.;;
501;11;chodba;;
501;12;sestry;;
501;13;lékaři;;
501;14;šatna;;
501;15;úklidová místnost;;
501;16;garáž;;
501;17;WC ženy;;
501;18;nádvoří;;
501;19;sklad Jesenice léky;;
501;20;sklad Slapy Kolár;;
501;21;sběrná místnost;;
501;22;Felicia 3S8 4454 - prázdné, uzavřeno;;1.11.2022
501;23;posilovna;;
501;25;prádelna;;
501;26;dekontaminační místnost;;
501;27;kyslík;;
501;28;VW Transp. 3SU 6707 IOP převod 701/1025, uzavřeno;;1.3.2023
501;29;místnost sběrná odpadová;;
501;2326;MB Vito 5SL 2326 RV, ZKL670, FZŠ, Jesenice PZ;1.11.2025;
501;2608;VW Transp.5SJ 2608 / ZKL614-změna SPZ na 6SR 4454;1.5.2022;1.8.2025
501;4454;VW Transporter 6SR 4454 / ZKL614 sanita B IROP921;1.4.2025;
504;1;denní místnost;;
504;2;sestry RZP;;
504;3;vedoucí provozu;;
504;4;ordinace LPS;;
504;5;pokoj sester RLP;;
504;6;pokoj řidiči  I.;;
504;7;lékařský pokoj;;
504;8;chodba;;
504;9;kuchyňka;;
504;10;pokoj sester LPS;;
504;11;pokoj lékařů LPS;;
504;12;pokoj řidičů LPS;;
504;13;šatna LPS;;
504;14;sklad léků;;
504;15;administrativa;;
504;16;čekárna;;
504;17;sprcha;;
504;18;pokoj řidiči RV;;
504;19;WC pacienti;;
504;20;WC  ženy;;
504;21;WC muži;;
504;22;prádelna;;
504;23;WC pokoj;;
504;24;sklad kyslíku;;
504;25;úklid;;
504;26;7S6 9581 - prázdné, uzavřeno;;1.11.2022
504;27;VW T5 2SD 2594 - prázdné, uzavřeno;;1.11.2022
504;28;VW Transp. 3SU 6711 převod míst.6711,uzavřeno;;1.12.2022
504;29;PZA 86-73 - prázdné, uzavřeno;;1.11.2022
504;30;sklad garáž;;
504;31;Fabia 3S5 5439 - prázdné, uzavřeno;;1.11.2022
504;32;čistící místnost;;
504;33;VW Tr. 2SD 2594 - ???;;
504;34;Subaru 9S0 0503  ZPV231 - prázdné, uzavřeno;;1.11.2022
504;35;denní místnost II.;;
504;36;pokoj řidiči II.;;
504;37;pokoj chodba;;
504;38;chodba II.;;
504;39;šatna;;
504;40;YETI 1SK 3709 Indrová, přev.míst.3709, uzavřeno;;1.12.2022
504;41;sběrná místnost;;
504;42;7S6 5582 (pův.7S6 9582)  ZPV 624 -prázdné,uzavřeno;;1.11.2022
504;43;VW T5 2SD 2602 ZPV612 - převod 701, uzavřeno;;1.3.2023
504;44;Yeti 1SU 8562 nebo Yeti 2SI 7057 prázdné,uzavřeno;;1.11.2022
504;45;Yeti 3SE 9088 RV  ZPV610 - prázdné,uzavřeno;;1.11.2022
504;46;garáž;;
504;47;odpadová místnost;;
504;48;archiv;;
504;49;Škoda Karoq 4SY 7701 RV, přev.míst.7701, uzavřeno;;1.12.2022
504;50;VW Transp. 5SB 1804 ZPV611, přev.míst.1804,uzavřen;;1.12.2022
504;51;VW Transp. 5SB 1807 ZPV612, přev.míst.1807,uzavřen;;1.12.2022
504;52;pokoj primář;1.9.2023;
504;0520;VW Transp. 4SF 0520 ZKL618;1.4.2024;
504;1804;VW Transp. 5SB 1804 ZKL611, přev.do ADBN,uzavřeno;1.12.2022;1.2.2025
504;1807;VW Transp. 5SB 1807 ZKL612, převod do ADBN 12/24;1.12.2022;
504;3709;YETI 1SK 3709 REF Indrová (599);1.12.2022;
504;4377;VW Transp 6SR 4377, ZKL612, sanita C 2024, IROP925;1.11.2024;
504;4801;VW Transp 6SR 4801, ZKL611, sanita C 2024, IROP925;1.11.2024;
504;6711;VW Transp. 3SU 6711 ZKL618 záložní, přev.701/v6711;1.12.2022;
504;7701;Škoda Karoq 4SY 7701 (dříve 4ST 7501), RV, ZKL610;1.12.2022;
506;1;chodba;;1.6.2024
506;2;pokoj lékařů;;1.6.2024
506;3;pokoj sester;;1.6.2024
506;4;pokoj řidičů;;1.6.2024
506;5;denní místnost;;1.6.2024
506;6;kuchyňka;;1.6.2024
506;7;předsíň;;1.6.2024
506;8;PZK 45-59;;1.6.2024
506;9;ZPV 617  PZL 51-17;;1.6.2024
506;10;koupelna;;1.6.2024
506;11;------;;1.6.2024
506;12;prostor před budovou;;1.6.2024
506;13;VW Tr. 7S6 8650 ZPV 614;;1.6.2024
506;14;RV Hostivice;;1.6.2024
507;0;venkovní prostory, voda, molo apod.;1.5.2025;
507;1;ordinace;;
507;2;člun;;
507;3;dočasné vozidlo RV (sezona 2025 - Kodiaq 4SY 8122);;
507;4;člun VZS Jeanneau Merry Fischer 2024;1.2.2024;
507;0606;přívěs pro lodě 6SF 0606 VG,ATB-PBA;1.2.2024;
507;3348;přívěs pro lodě 33PZA-48 Bootcenter Schneider;1.4.2024;
508;1;chodba přízemí;1.4.2025;
508;2;pokoj sestry;1.4.2025;
508;3;chodba 1.patro;1.4.2025;
508;4;šatna;1.4.2025;
508;5;pokoj řidiči RV;1.4.2025;
508;6;pokoj řidiči RZP;1.4.2025;
508;7;sklad;1.4.2025;
508;8;pokoj lékaři;1.4.2025;
508;9;šatna lékaři;1.4.2025;
508;10;vstup.chodba do spol.místnosti;1.4.2025;
508;11;společenská místnost a kuchyňka;1.4.2025;
508;12;koupelna;1.4.2025;
508;13;čistící místnosti;1.4.2025;
508;14;sklad odpadů;1.4.2025;
508;15;přístřešek;1.4.2025;
508;16;WC ženy;1.4.2025;
508;17;WC muži;1.4.2025;
508;2927;VW Transporter 5SJ 2927 / ZKL561 sanita B IROP921;1.4.2025;
508;8121;Kodiaq 4SY 8121 RV (ZKL 560);1.4.2025;
510;1;VW 2S8 6710 vyřazeno 30.6.2017;;1.7.2017
510;2;denní místnost (do 02/23 sestry);;
510;3;kuchyňka;;
510;4;řidiči;;
510;5;chodba (do 02/23 denní místnost);;
510;6;šatna;;
510;7;koupelna;;
510;8;sklad;;
510;9;čistící místnost;;
510;10;VW 8S9 9474 vol. znak 621 (převedeno, prázdné);;1.10.2022
510;11;VW T5 2SD 2600 - vyřazeno 11/2018;;
510;12;sanitní vůz volací znak 613, prázdné-uzavřeno;;1.12.2022
510;13;VW Transp. 5SC 9676, převod míst.9676, uzavřeno;;1.12.2022
510;14;kancelář pro školení;1.3.2023;
510;15;sestry;1.3.2023;
510;16;venkovní přístřešek (garáž);1.6.2024;
510;17;nádvoří;1.5.2025;
510;1352;dočasné voz.inspektorů Yeti 3SY 1352, bez převodu;1.5.2024;1.6.2024
510;4822;VW Transp 6SR 4822, ZKL613, sanita C 2024, IROP925;1.11.2024;
510;7500;Škoda Karoq 4ST 7500 inspektoři provozu Zdiby;1.6.2024;
510;8562;Yeti 1SU 8562 inspektoři Zdiby-přev.do ADBN 05/24;1.5.2023;1.6.2024
510;9676;VW Transp. 5SC 9676 ZKL613 (507), do ADBN 12/24;1.12.2022;
511;1;sklad léků a ZM;;1.8.2023
511;2;šatna ženy;;1.8.2023
511;3;šatna muži;;1.8.2023
511;4;technická místnost;;1.8.2023
511;5;pokoj sestry II.;;1.8.2023
511;6;pokoj řidiči RV;;1.8.2023
511;7;lékařský pokoj;;1.8.2023
511;8;kuchyňka;;1.8.2023
511;9;společenská místnost;;1.8.2023
511;10;jídelna;;1.8.2023
511;11;chodba;;1.8.2023
511;12;pokoj řidiči RZP;;1.8.2023
511;13;pokoj sestry I.;;1.8.2023
511;14;prostor před budovou;;1.8.2023
511;15;úklidová místnost;;1.8.2023
511;16;předsíň;;1.8.2023
511;17;přístřešek;;1.8.2023
511;18;VW Transp. 3SU 6710  ZPV622;;1.7.2020
511;19;Subaru  1SC 0210 (pův. 9S0 0501) RV;;1.8.2023
511;20;Zápy;;1.8.2023
511;21;VW T5 2SD 2562 prázdné;;1.8.2023
511;22;VW T5 2SD 2569  ZPV621;;1.8.2023
511;23;------;;1.8.2023
511;24;Yeti 4SA 7362 FZŠ - prázdné, uzavřeno;;1.12.2022
511;25;VW Transp. 4SF 0520, prázdné, uzavřeno;;1.8.2023
511;26;VW Transp. 4SF 0521;;1.8.2023
512;1;čistící místnosti;;
512;2;odpady;;
512;3;hala;;
512;4;SZM I.;;
512;5;chodba I. - přízemí;;
512;6;chodba II. - mezipatro;;
512;7;šatna muži;;
512;8;lékař;;
512;9;šatna ženy;;
512;10;chodba III. - patro;;
512;11;řidiči RV;;
512;12;řidiči RZP I.;;
512;13;prádelna;;
512;14;společenská místnost;;
512;15;SZM II.;;
512;16;kuchyň;;
512;17;řidiči RZP II.;;
512;18;sestry I.;;
512;19;sestry II.;;
512;20;prostor před budovou;;
512;21;Yeti 4SA 7362 VZ620 FZŠ, prázdné, uzavřeno;;1.4.2024
512;22;VW Transp. 4SF 0521 VZ621, přev.míst.0521,uzavřeno;;1.12.2022
512;23;VW Transp. 4SF 0520 VZ622, přev.míst.0520,uzavřeno;;1.12.2022
512;24;Zápy;;
512;25;Karoq 5SE 8676 RV,ZKL620,přev.míst.8676, uzavřeno;;1.12.2022
512;0520;VW Transp. 4SF 0520 ZKL622, přev.na 504/0520;1.12.2022;
512;0521;VW Transp. 4SF 0521 ZKL621, přev.ADBN 05/24;1.12.2022;
512;8591;VW Transporter 6SF 8591 / ZKL622 sanita C IROP921;1.12.2023;
512;8595;VW Transporter 6SF 8595 / ZKL621 sanita C IROP921;1.12.2023;
512;8676;Karoq 5SE 8676 RV Brandýs, ZKL620 (504);1.12.2022;
513;1;společenská místnost;;1.10.2022
513;2;kuchyň;;1.10.2022
513;3;úseková sestra;;1.10.2022
513;4;sestry;;1.10.2022
513;5;lékařský pokoj;;1.10.2022
513;6;odkládací místnost;;1.10.2022
513;7;mycí místnost;;1.10.2022
513;8;řidiči;;1.10.2022
513;9;šatna;;1.10.2022
513;10;prádelna;;1.10.2022
513;11;sklad u kuchyně;;1.10.2022
513;12;sklad zdravotnický;;1.10.2022
513;13;chodba RLP;;1.10.2022
513;15;sanity;;1.10.2022
513;16;garážový přístřešek;;1.10.2022
513;17;VW Transp. 3SU 6618 IOP (prázdné,převedeno);;1.10.2022
514;1;šatna;;1.10.2022
514;2;provozní místnost;;1.10.2022
514;3;pokoj vedoucího lékaře;;1.10.2022
514;4;pokoj lékařů;;1.10.2022
514;5;řidiči RLP;;1.10.2022
514;6;společenská místnost;;1.10.2022
514;7;sestry RLP;;1.10.2022
514;8;staniční sestra;;1.10.2022
514;9;úklid;;1.10.2022
514;10;chodba budovy;;1.10.2022
514;13;VW T5 2SD 2580 prázdné;;1.10.2022
514;14;VW Transp. 3SU 6617 IOP ZPV616, přev.303, uzavřeno;;1.11.2018
515;1804;VW Transp. 5SB 1804 (ZKL...);1.7.2025;
516;1;pokoj - zdravotnický záchranář;1.6.2025;
516;2;pokoj - řidič;1.6.2025;
516;3;společenská místnost;1.6.2025;
516;4;WC, sprcha;1.6.2025;
516;5;kuchyňka;1.6.2025;
516;6;pokoj - řidič RV;1.6.2025;
516;7;pokoj - lékař;1.6.2025;
516;8;čistící místnost;1.6.2025;
516;9;chodba přízemí;1.6.2025;
516;11;prostor před budovou;1.6.2025;
516;10a;sklad ZM;1.6.2025;
516;10b;šatna;1.6.2025;
516;9177;VW Transp. 4SB 9177 (dříve 3SU 6702), ZKL556, IOP;1.6.2025;
520;0;Žitavského 497 (před a kolem budovy);1.12.2025;
520;1;šatna;1.10.2025;
520;2;denní místnost + kuchyňka;1.10.2025;
520;3;chodba, tech.místnost;1.10.2025;
520;4;chodba;1.10.2025;
520;5;pokoj záchranář;1.10.2025;
520;6;chodba, sklad;1.10.2025;
520;7;pokoj řidič;1.10.2025;
520;1802;VW Transp. 5SB 1802, ZKL??? (12/25 z ADBN);1.12.2025;
601;1;primář OS (651);;
601;2;řidiči 2 (601);;
601;3;lékaři 1 (601);;
601;4;výcvikové pomůcky (601);;
601;5;řidiči 1 (601);;
601;6;býv. ZOS (601);;
601;7;býv. ZOS, tech.zázemí, posilovna (601);;
601;8;sklad plynů (601);;
601;9;nelékaři 2 (601);;
601;10;nádvoří ZS Pb,Školní 70 (601);;
601;11;chodba (651);;
601;12;hasiči (651);;
601;13;generátor (601);;
601;14;garáže (601);;
601;15;žehlírna, sušárna (601);;
601;16;kuchyňka;;
601;17;prádelna (601);;
601;18;šatna - ženy (601);;
601;19;záchranáři-denní místnost (601);;
601;20;------;;
601;21;koupelna -muži,ženy (601);;
601;22;zdravotnické přístroje,nástroje (601);;
601;23;šatna - muži (601);;
601;24;provozně-ekonomický správce (651);;
601;25;sterilizační místnost (601);;
601;26;vrchní sestra (601);;
601;27;úklidová místnost (651);;
601;28;sekretariát (651);;
601;29;nelékaři 1 (601);;
601;30;sklad zdr. materiálu (601);;
601;31;hromad. neštěstí (660);;
601;32;Brod u Příbramě;;
601;100;stanoviště Orlík - prozatímní 2025;1.6.2025;
601;0685;VW Transp. 9S5 0685 REF (651) převedeno ADBN;1.11.2022;1.5.2025
601;2564;VW T5 2SD 2564 ZKL 518 převod 701/955 v 01/2021;;1.10.2022
601;2591;VW T5 2SD 2591 ZKL 518 (601) převod 701/2591;;1.9.2025
601;4819;VW Transp 6SR 4819, ZKL512, sanita C 2024, IROP925;1.11.2024;
601;6713;VW Transp. 3SU 6713 ZKL 512, převod do ADBN 12/24;;
601;6714;VW Transp. 3SU 6714 ZKL 518, záloha (601);;
601;7502;Škoda Karoq 4ST 7502 RV, ZKL510, přev.ADBN;;1.9.2025
601;7674;Yeti 2ST 7674 REF (651) budova 601;1.11.2022;
601;8125;VW Crafter 4SY 8125 HN, ZKL519 (909) bud.601;;
601;8596;VW Transporter 6SF 8596 / ZKL511 sanita C IROP921;1.12.2023;
601;8610;VW Transp. 5SE 8610 ZKL 515 (601);;
601;8639;VW 7HC kombi 6SU 8639 ZKL510, RV Příbram (601);1.2.2025;
601;8718;přívěs 5S7 8718 bez převodky 701odpis, převést DDM;;1.9.2025
601;9675;Octavia 2S8 9675 (651) vyřazeno 08/2022;;1.10.2022
602;1;bývalý KÚ-sklad (651);;1.10.2022
602;2;posilovna (651);;1.10.2022
602;3;přednášková místnost (670);;1.10.2022
602;4;učebna č. 1 (670);;1.10.2022
602;5;učebna č. 2 (670);;1.10.2022
602;6;kancelář-vzdělávání II (670);;1.10.2022
602;7;kancelář vzdělávání (670);;1.10.2022
602;8;sklad vzdělávání (670);;1.10.2022
602;9;učebna č. 3 (670);;1.10.2022
602;10;býv. LPS čekárna (651);;1.10.2022
602;11;býv. LPS ordinace dospělí (651);;1.10.2022
602;12;býv. LPS zázemí dospělí (651);;1.10.2022
602;13;-----;;1.10.2022
602;14;býv. pokoj č.13-lékař (651);;1.10.2022
602;15;býv. pokoj č.15-lékař (651);;1.10.2022
602;16;býv. LPS řidiči (651);;1.10.2022
602;17;-----;;1.10.2022
602;18;WC pacienti (651);;1.10.2022
602;19;WC zdrav. personálu (651);;1.10.2022
602;20;býv. LPS kuchyňka - šatna (651);;1.10.2022
602;21;býv. LPS pomocnice (651);;1.10.2022
602;22;býv. LPS údržba (651);;1.10.2022
602;23;-----;;1.10.2022
602;24;archiv (651);;1.10.2022
602;25;budova Tř.Osvobození 387 (651);;1.10.2022
602;26;prádelna (651);;1.10.2022
602;27;-----;;1.10.2022
602;28;-----;;1.10.2022
602;29;kancelář vzdělávání III (670);;1.10.2022
602;30;sklad vysílaček Pleva J. (901);;1.12.2022
